"HealthTopicCode","MeasureLabel","MeasurePopulation","MeasureCode","MeasureId","MeasureType","TimeUnit","GeoLevel","TimeCode","GeoCode","XValue","XLabel","YValue","YLabel","ZValue","N","NMissing","NLowerResolution"
"ZIKV","Distribution by age - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.PROPORTION",243909,"D","Y",2,"2016","UK",1,"0-4",0,NA,NA,194,0,0
"ZIKV","Distribution by age - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.PROPORTION",243909,"D","Y",2,"2016","UK",2,"5-14",0.51546391,NA,NA,194,0,0
"ZIKV","Distribution by age - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.PROPORTION",243909,"D","Y",2,"2016","UK",3,"15-24",10.30927835,NA,NA,194,0,0
"ZIKV","Distribution by age - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.PROPORTION",243909,"D","Y",2,"2016","UK",4,"25-44",53.60824742,NA,NA,194,0,0
"ZIKV","Distribution by age - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.PROPORTION",243909,"D","Y",2,"2016","UK",5,"45-64",32.4742268,NA,NA,194,0,0
"ZIKV","Distribution by age - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.PROPORTION",243909,"D","Y",2,"2016","UK",6,"65+",3.0927835,NA,NA,194,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","AT",1,"0-4",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","AT",2,"5-14",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","AT",3,"15-24",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","AT",4,"25-44",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","AT",5,"45-64",0.04077011,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","AT",6,"65+",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","AT",1,"0-4",0,NA,NA,41,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","AT",2,"5-14",0.12053275,NA,NA,41,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","AT",3,"15-24",0.7882348,NA,NA,41,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","AT",4,"25-44",0.8993006,NA,NA,41,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","AT",5,"45-64",0.28116582,NA,NA,41,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","AT",6,"65+",0.24919183,NA,NA,41,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","BE",1,"0-4",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","BE",2,"5-14",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","BE",3,"15-24",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","BE",4,"25-44",0.03398795,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","BE",5,"45-64",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","BE",6,"65+",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","BE",1,"0-4",NA,NA,NA,120,120,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","BE",2,"5-14",NA,NA,NA,120,120,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","BE",3,"15-24",NA,NA,NA,120,120,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","BE",4,"25-44",NA,NA,NA,120,120,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","BE",5,"45-64",NA,NA,NA,120,120,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","BE",6,"65+",NA,NA,NA,120,120,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","CZ",1,"0-4",0,NA,NA,13,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","CZ",2,"5-14",0,NA,NA,13,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","CZ",3,"15-24",0.09537207,NA,NA,13,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","CZ",4,"25-44",0.28191081,NA,NA,13,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","CZ",5,"45-64",0.10882612,NA,NA,13,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","CZ",6,"65+",0,NA,NA,13,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","DK",1,"0-4",0,NA,NA,8,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","DK",2,"5-14",0,NA,NA,8,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","DK",3,"15-24",0.27110814,NA,NA,8,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","DK",4,"25-44",0.20992291,NA,NA,8,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","DK",5,"45-64",0.06641226,NA,NA,8,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","DK",6,"65+",0.18614659,NA,NA,8,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EE",1,"0-4",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EE",2,"5-14",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EE",3,"15-24",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EE",4,"25-44",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EE",5,"45-64",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EE",6,"65+",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EL",1,"0-4",0,NA,NA,4,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EL",2,"5-14",0,NA,NA,4,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EL",3,"15-24",0,NA,NA,4,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EL",4,"25-44",0.1370107,NA,NA,4,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EL",5,"45-64",0,NA,NA,4,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EL",6,"65+",0,NA,NA,4,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","ES",1,"0-4",0,NA,NA,10,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","ES",2,"5-14",0.04173286,NA,NA,10,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","ES",3,"15-24",0,NA,NA,10,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","ES",4,"25-44",0.05818325,NA,NA,10,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","ES",5,"45-64",0,NA,NA,10,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","ES",6,"65+",0,NA,NA,10,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","ES",1,"0-4",0.22698775,NA,NA,301,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","ES",2,"5-14",0.24882647,NA,NA,301,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","ES",3,"15-24",0.80604335,NA,NA,301,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","ES",4,"25-44",1.31712069,NA,NA,301,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","ES",5,"45-64",0.44476106,NA,NA,301,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","ES",6,"65+",0.09201574,NA,NA,301,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2012","EU_EEA31",1,"0-4",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2012","EU_EEA31",2,"5-14",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2012","EU_EEA31",3,"15-24",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2012","EU_EEA31",4,"25-44",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2012","EU_EEA31",5,"45-64",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2012","EU_EEA31",6,"65+",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2013","EU_EEA31",1,"0-4",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2013","EU_EEA31",2,"5-14",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2013","EU_EEA31",3,"15-24",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2013","EU_EEA31",4,"25-44",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2013","EU_EEA31",5,"45-64",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2013","EU_EEA31",6,"65+",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2014","EU_EEA31",1,"0-4",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2014","EU_EEA31",2,"5-14",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2014","EU_EEA31",3,"15-24",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2014","EU_EEA31",4,"25-44",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2014","EU_EEA31",5,"45-64",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2014","EU_EEA31",6,"65+",0,NA,NA,0,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","EU_EEA31",1,"0-4",0,NA,NA,25,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","EU_EEA31",2,"5-14",0.01946655,NA,NA,25,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","EU_EEA31",3,"15-24",0,NA,NA,25,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","EU_EEA31",4,"25-44",0.04523704,NA,NA,25,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","EU_EEA31",5,"45-64",0.04239291,NA,NA,25,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","EU_EEA31",6,"65+",0,NA,NA,25,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EU_EEA31",1,"0-4",0.07047691,NA,NA,1957,13,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EU_EEA31",2,"5-14",0.13485957,NA,NA,1957,13,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EU_EEA31",3,"15-24",0.42716449,NA,NA,1957,13,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EU_EEA31",4,"25-44",1.06859431,NA,NA,1957,13,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EU_EEA31",5,"45-64",0.60195975,NA,NA,1957,13,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","EU_EEA31",6,"65+",0.19006664,NA,NA,1957,13,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","FI",1,"0-4",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","FI",2,"5-14",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","FI",3,"15-24",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","FI",4,"25-44",0.07385197,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","FI",5,"45-64",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","FI",6,"65+",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FI",1,"0-4",0,NA,NA,6,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FI",2,"5-14",0,NA,NA,6,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FI",3,"15-24",0.15615557,NA,NA,6,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FI",4,"25-44",0.36679614,NA,NA,6,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FI",5,"45-64",0,NA,NA,6,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FI",6,"65+",0,NA,NA,6,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FR",1,"0-4",0.17695383,NA,NA,1141,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FR",2,"5-14",0.42995675,NA,NA,1141,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FR",3,"15-24",0.87701748,NA,NA,1141,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FR",4,"25-44",3.3063215,NA,NA,1141,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FR",5,"45-64",2.18008154,NA,NA,1141,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","FR",6,"65+",0.74842194,NA,NA,1141,6,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","HU",1,"0-4",0,NA,NA,2,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","HU",2,"5-14",0,NA,NA,2,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","HU",3,"15-24",0,NA,NA,2,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","HU",4,"25-44",0.07077473,NA,NA,2,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","HU",5,"45-64",0,NA,NA,2,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","HU",6,"65+",0,NA,NA,2,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","IE",1,"0-4",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","IE",2,"5-14",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","IE",3,"15-24",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","IE",4,"25-44",0.07223935,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","IE",5,"45-64",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2015","IE",6,"65+",0,NA,NA,1,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IE",1,"0-4",0.28214554,NA,NA,15,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IE",2,"5-14",0,NA,NA,15,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IE",3,"15-24",0.18871698,NA,NA,15,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IE",4,"25-44",0.78229509,NA,NA,15,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IE",5,"45-64",0.17740782,NA,NA,15,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IE",6,"65+",0,NA,NA,15,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IT",1,"0-4",0,NA,NA,101,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IT",2,"5-14",0,NA,NA,101,0,0
"ZIKV","Age-specific rate - AER Only (not visible in Public Atlas)","All cases","ALL.AGE.RATE",243910,"D","Y",2,"2016","IT",3,"15-24",0.20278028,NA,NA,101,0,0
